'COMPROMISOTOMADODELPPTO.DISPONIBLE',COMPROMISO,RESERVA,OLI,CONCEPTO_PAGO,ID_RAMO,CANI,ID_UNIDAD,CGFU,CFUN,CSFU,CPRG,CAIN,CPPT,CCAP,CCON,CPARG,CPAR,CTGA,CFIN,CCAU,CCOP,CGEO,CPLA,CPPI,OFIN,AUX1,AUX2,AUX3,MES,SALDO_ARRASTRE
Compromiso tomado de una Suficiencia Pptaria.,000599,00727,,"Adquisición de Ácido Tranexámico, Clave 010.000.7033.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,CC011,00000,1246781114,09,29715960
Compromiso tomado de una Suficiencia Pptaria.,000599,00727,,"Adquisición de Ácido Tranexámico, Clave 010.000.7033.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,CC011,00000,1246781114,10,27023946
Compromiso tomado de una Suficiencia Pptaria.,000599,00727,,"Adquisición de Ácido Tranexámico, Clave 010.000.7033.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,MJ020,00000,1246781114,08,8972685
Compromiso tomado de una Suficiencia Pptaria.,000599,00727,,"Adquisición de Ácido Tranexámico, Clave 010.000.7033.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,MJ020,00000,1246781114,10,27716865
Compromiso tomado de una Suficiencia Pptaria.,000602,00728,,"Adquisición de Clorhidrato de lidocaína, solución inyectable, Clave 010.000.0262.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,SR010,00000,1246781114,03,534138.76
Compromiso tomado de una Suficiencia Pptaria.,000605,00735,,"Adquisición de Ácido Fólico en tableta, Clave 010.000.1711.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,SR010,00000,1246781114,06,1652258.55
Compromiso tomado de una Suficiencia Pptaria.,000605,00735,,"Adquisición de Ácido Fólico en tableta, Clave 010.000.1711.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,SR010,00000,1246781114,08,1267364.85
Compromiso tomado de una Suficiencia Pptaria.,000606,00738,,"Adquisición de Ácido Fólico en tableta, Clave 010.000.1711.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,MJ020,00000,1246781114,06,592920
Compromiso tomado de una Suficiencia Pptaria.,000606,00738,,"Adquisición de Ácido Fólico en tableta, Clave 010.000.1711.00",12,2026,L00,2,3,05,00,022,P029,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,MJ020,00000,1246781114,09,1500000
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,I00,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,3052
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,I00,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,6837
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,I00,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,64464
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,I00,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,128928
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,I00,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,76536
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,K00,2,3,04,00,025,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1470000011,07,1418.53
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,K00,2,3,04,00,025,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1470000011,08,21139.87
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,K00,2,3,04,00,025,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1470000011,11,20167.12
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,K00,2,3,04,00,025,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1470000011,12,12738.41
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,L00,2,3,04,00,014,P029,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1246781114,07,3058.64
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,L00,2,3,04,00,014,P029,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1246781114,08,24877.85
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,L00,2,3,04,00,014,P029,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1246781114,11,35975.46
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,L00,2,3,04,00,014,P029,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1246781114,12,51110.97
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,M00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,41012.48
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,M00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,33134.18
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,M00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,166118.28
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,O00,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1480000011,08,19614.15
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,O00,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1480000011,09,97836.06
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,O00,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1480000011,10,45222.75
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,O00,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1480000011,12,313645.41
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,S00,2,3,01,00,017,G012,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,101745.83
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,S00,2,3,01,00,017,G012,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,203491.66
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,S00,2,3,01,00,017,G012,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,154651.77
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,V00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,24992
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,V00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,18937
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,V00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,24992
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,V00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,43221
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,V00,2,3,04,00,025,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,31755
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,Y00,2,3,01,00,015,E032,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1247800011,07,44623.58
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,Y00,2,3,01,00,015,E032,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1247800011,08,36032
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,Y00,2,3,01,00,015,E032,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1247800011,09,46185
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,Y00,2,3,01,00,015,E032,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1247800011,10,262.42
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,Y00,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1480000011,07,1561.42
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,Y00,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1480000011,10,80246
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,Y00,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1480000011,12,27658
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,12019.79
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,8679.24
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,41582.32
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,83164.64
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,51156.05
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,1A00000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,905.91
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,1A00000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,630.56
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,1A00000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,8257.25
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,1A00000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,16514.5
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,100,2,3,04,00,002,M001,3,1,1,01,1,1,1A00000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,9834.76
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,111,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,09,48060.78
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,111,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,11,45374
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,111,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,12,2686.78
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,CHF0000000,30,09,000,00000000000,000,RM030,00000,1240000011,08,8599.07
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,CHF0000000,30,09,000,00000000000,000,RM030,00000,1240000011,09,300.87
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,HJC0000000,30,09,000,00000000000,000,RM030,00000,1240000011,09,56872
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,HMU0000000,30,09,000,00000000000,000,RM030,00000,1240000011,08,60374.98
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,HMU0000000,30,09,000,00000000000,000,RM030,00000,1240000011,09,177768.41
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,HMU0000000,30,09,000,00000000000,000,RM030,00000,1240000011,12,242105.29
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,HNH0000000,30,09,000,00000000000,000,RM030,00000,1240000011,08,9427.23
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,02,00,018,E031,3,1,1,01,1,1,HNH0000000,30,09,000,00000000000,000,RM030,00000,1240000011,09,125648.97
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,CHF0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,07,809.62
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,CHF0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,09,30837.67
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,HJC0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,09,726804
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,HMU0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,07,7462
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,HMU0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,08,419563.73
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,HMU0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,09,579519.57
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,HNH0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,07,11369.98
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,160,2,3,05,00,018,E031,3,1,1,01,1,1,HNH0000000,30,09,000,00000000000,000,GSS01,00000,1240000011,09,746696.82
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,170,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,1606.44
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,170,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,18858.98
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,170,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,17323.54
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,171,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,1078.74
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,171,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,13505.25
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,171,2,3,04,00,014,P027,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,10791.53
